S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
5586,Odisha,Khordha,Kundaidarapatna (Pahala),85.8925,20.3486,2023,7.55,883,0,346,81,0.00,16,2,-,250,46,32,76,3,-,-,-
5587,Odisha,Khordha,Balipatna,85.9636,20.2050,2023,7.85,585,0,95,47,0.00,34,15,-,79,23,5,24,48,-,-,-
5588,Odisha,Khordha,Odakhanda-Dw,85.9756,20.1167,2023,8.20,2133,0,990,452,1.00,143,142,-,323,56,44,352,491,-,-,-
5589,Odisha,Khordha,Banapur,85.1664,19.7825,2023,8.11,815,0,381,125,0.00,29,10,-,354,102,24,63,29,-,-,-
5590,Odisha,Khordha,Baghamari Dw,85.5078,20.2208,2023,7.94,800,0,427,66,0.00,66,9,-,311,91,20,83,24,-,-,-
5591,Odisha,Khordha,Begunia 1,85.4547,20.2033,2023,7.90,940,0,442,129,0.00,30,94,-,445,138,24,78,30,-,-,-
5592,Odisha,Khordha,Bhubaneswar-I,85.8494,20.2842,2023,7.75,375,0,134,24,0.00,33,15,-,112,33,7,31,10,-,-,-
5593,Odisha,Khordha,Chandaka,85.7667,20.3681,2023,7.95,620,0,328,41,0.00,44,13,-,263,78,16,51,8,-,-,-
5594,OdishS.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS/cm,"at,CO3","(mg/L),HCO3,Cl","(mg/L),F","(mg/L),SO4,NO3,PO4,Total","Hardness,Ca","(mg/L),Mg","(mg/L),Na","(mg/L),K","(mg/L),Fe","(ppm),As","(ppb),U",(ppb)
-,-
5597,Odisha,Khordha,Raghunathpur,85.7861,20.3431,2023,7.83,574,0,98,93,0.00,12,8,-,129,32,12,39,13,-,-,-
5598,Odisha,Khordha,Sundarpada,85.8136,20.2261,2023,7.45,912,0,284,104,0.00,49,10,-,253,74,16,84,4,-,-,-
5599,Odisha,Khordha,Bandha Square,85.2683,20.1706,2023,7.82,1105,0,43,241,1.00,56,3,-,292,92,15,55,20,-,-,-
5600,Odisha,Khordha,Janla,85.7161,20.2167,2023,7.28,416,0,61,78,0.00,7,36,-,120,33,9,26,15,-,-,-
5601,Odisha,Khordha,Jatni1,85.6986,20.1639,2023,7.77,270,0,123,9,0.00,11,2,-,94,26,7,14,3,-,-,-
5602,Odisha,Khordha,Padanpur,85.6756,20.1728,2023,7.15,177,0,26,28,0.00,3,22,-,25,6,3,20,9,-,-,-
5603,Odisha,Khordha,Sandhapur,85.7014,20.1806,2023,7.16,85,0,25,17,0.00,2,7,-,25,7,2,11,2,-,-,-
5604,Odisha,Khordha,Jayamangal,85.5456,20.2133,2023,7.40,138,0,53,12,0.00,3,8,-,47,14,3,10,2,-,-,-
5605,Odisha,Khordha,Khurda,85.6175,20.1819,2023,7.58,324,0,64,29,0.00,14,23,-,72,22,4,23,4,-,-,-
5606,Odisha,Khordha,Khurda Industrial Area,85.6383,20.1756,2023,7.53,204,0,41,22,0.00,11,12,-,41,10,4,20,2,-,-,-
5607,Odisha,Khordha,Jankia,85.5197,20.0336,2023,7.63,161,0,55,20,0.00,11,12,-,65,19,4,9,8,-,-,-
5608,Odisha,Khordha,Kuhudi,85.3419,19.8794,2023,7.83,372,0,122,25,0.00,7,2,-,100,33,4,19,4,-,-,-
5609,Odisha,Khordha,Nirakarpur,85.5400,19.9939,2023,6.76,138,0,31,14,0.00,2,6,-,29,7,3,10,1,-,-,-
5610,Odisha,Koraput,Baipariguda,82.4383,18.7583,2023,7.68,243,0,104,25,0.19,6,3,-,105,30,7,10,4,-,-,-
5611,Odisha,Koraput,Disarikaraguda-New Colony,82.7506,18.7883,2023,7.98,323,0,61,51,0.11,10,28,-,138,29,16,12,2,-,-,-
5612,Odisha,Koraput,Mundaguda,82.3878,18.7669,2023,7.62,223,0,55,37,0.04,5,10,-,65,22,2,14,13,-,-,-
5613,Odisha,Koraput,Patraput,82.5278,18.7728,2023,8.00,359,0,159,20,0.19,4,21,-,163,52,8,6,2,-,-,-
5614,Odisha,Koraput,Ramgiri1,82.2578,18.7767,2023,7.63,189,0,104,3,0.18,1,5,-,84,29,3,4,2,-,-,-
5615,Odisha,Koraput,Tanginiguda,82.4056,18.7067,2023,7.96,90,0,49,2,0.03,1,2,-,39,13,2,2,2,-,-,-
5616,Odisha,Koraput,Bangalaguda,82.5594,19.2011,2023,7.91,542,0,159,96,0.82,25,6,-,190,58,11,33,16,-,-,-
5617,Odisha,Koraput,Boriguma,82.5467,19.0514,2023,8.00,647,0,238,78,0.10,16,9,-,290,58,35,32,2,-,-,-
5618,Odisha,Koraput,Jujari,82.5778,19.1533,2023,7.68,613,0,140,88,0.13,24,60,-,235,61,20,30,1,-,-,-
5619,Odisha,Koraput,Khaliaguda,82.5458,19.1467,2023,7.72,402,0,165,38,0.15,11,7,-,139,39,10,24,6,-,-,-
5620,Odisha,Koraput,Tikabaliguda,82.5903,19.0797,2023,7.67,59,0,29,1,0.05,1,4,-,23,4,3,2,1,-,-,-
5621,Odisha,Koraput,Podagada 1,82.8611,18.8611,2023,7.45,99,0,55,2,0.05,1,4,-,43,12,4,2,1,-,-,-
5622,Odisha,Koraput,Ambaguda1,82.5625,18.9667,2023,7.81,455,0,171,53,0.74,16,6,-,195,46,19,22,5,-,-,-
5623,Odisha,Koraput,Anta,82.5222,18.8653,2023,7.87,723,0,226,103,0.67,31,46,-,220,48,24,40,52,-,-,-
5624,Odisha,Koraput,Balia,82.5044,18.8217,2023,8.05,920,0,366,113,0.71,29,3,-,300,66,33,30,97,-,-,-
5625,Odisha,Koraput,C.Kusimi-I,82.4306,19.0242,2023,7.74,1099,0,201,262,1.26,44,26,-,340,72,39,82,39,-,-,-
5626,Odisha,Koraput,Jeypore1,82.5814,18.8528,2023,7.38,146,0,67,12,0.03,2,2,-,45,15,2,10,3,-,-,-
5627,Odisha,Koraput,Panasaputbagh 1,82.5436,18.8147,2023,7.97,291,0,134,21,0.35,5,2,-,112,40,3,14,1,-,-,-
5628,Odisha,Koraput,Umeri1,82.5697,18.9000,2023,7.59,185,0,98,6,0.18,1,5,-,72,14,9,8,2,-,-,-
S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
5629,Odisha,Koraput,Doraguda,82.4761,18.7614,2023,7.74,237,0,49,13,0.06,1,69,-,76,21,6,18,5,-,-,-
5630,Odisha,Koraput,Koraput-I,82.7217,18.8119,2023,8.03,97,0,55,2,0.05,1,1,-,42,15,1,2,1,-,-,-
5631,Odisha,Koraput,Koraput-Ii,82.7217,18.8114,2023,7.84,515,0,207,23,0.20,23,44,-,212,60,15,19,1,-,-,-
5632,Odisha,Koraput,Chandli,82.2403,19.0861,2023,7.62,207,0,61,25,0.38,3,23,-,80,26,4,15,1,-,-,-
5633,Odisha,Koraput,Damanahandi,82.2900,19.1242,2023,7.71,197,0,43,43,0.74,4,8,-,75,26,2,11,10,-,-,-
5634,Odisha,Koraput,Gumur,82.3403,19.1003,2023,7.19,69,0,30,4,0.05,2,4,-,17,5,1,3,8,-,-,-
5635,Odisha,Koraput,Miriguda,82.4003,19.1461,2023,7.49,150,0,61,6,0.05,1,18,-,63,23,1,5,1,-,-,-
5636,Odisha,Koraput,Ghatarala,82.4000,19.0239,2023,7.58,220,0,100,15,0.10,1,5,-,85,22,7,10,4,-,-,-
5637,Odisha,Koraput,New Ghasarda,82.4844,18.8133,2023,7.70,85,0,49,1,0.04,1,1,-,39,11,3,1,0,-,-,-
5638,Odisha,Koraput,Dhaulapur,82.3253,18.7744,2023,7.65,227,0,116,7,0.23,3,1,-,75,20,6,15,8,-,-,-
5639,Odisha,Koraput,Kusumguda 1,83.0311,18.9689,2023,7.56,187,0,79,12,0.09,3,12,-,73,25,3,8,2,-,-,-
5640,Odisha,Koraput,Laxmipur1,83.1264,18.9983,2023,7.66,307,0,110,24,0.03,2,42,-,106,40,1,19,2,-,-,-
5641,Odisha,Koraput,Panchada,82.9575,18.9219,2023,7.74,100,0,55,2,0.06,1,1,-,42,6,7,3,1,-,-,-
5642,Odisha,Koraput,Lamtaput,82.5942,18.6153,2023,7.78,274,0,146,4,0.14,5,9,-,110,40,2,10,3,-,-,-
5643,Odisha,Koraput,Teraguda,82.5856,18.6594,2023,8.28,107,0,49,4,0.09,1,9,-,36,11,2,7,2,-,-,-
5644,Odisha,Koraput,Bada Sagar,82.6161,18.5147,2023,6.93,245,0,61,26,0.05,4,43,-,89,30,3,13,3,-,-,-
5645,Odisha,Koraput,Bheja 1,82.6856,18.4758,2023,7.33,154,0,61,21,0.08,2,3,-,70,20,5,4,1,-,-,-
5646,Odisha,Koraput,Chingudichuan,82.7689,18.5881,2023,6.60,149,0,49,21,0.05,2,12,-,70,26,1,3,1,-,-,-
5647,Odisha,Koraput,Nandapur,82.7417,18.5333,2023,7.84,313,0,79,58,0.07,6,3,-,103,35,4,21,8,-,-,-
5648,Odisha,Koraput,Satsimile,82.6933,18.5261,2023,7.21,86,0,31,7,0.13,6,4,-,29,9,2,5,1,-,-,-
5649,Odisha,Koraput,Kunduli,82.8917,18.6100,2023,7.64,262,0,61,22,0.05,3,60,-,89,31,3,15,6,-,-,-
5650,Odisha,Koraput,Pitaguda,82.8211,18.6442,2023,7.53,159,0,92,3,0.12,0,1,-,60,22,1,8,2,-,-,-
5651,Odisha,Koraput,Similiguda1,82.8692,18.7103,2023,7.10,117,0,55,4,0.07,1,8,-,51,15,3,3,1,-,-,-
5652,Odisha,Koraput,Subai,82.8053,18.6183,2023,7.03,274,0,43,21,0.09,1,90,-,103,33,5,13,4,-,-,-
5653,Odisha,Mayurbhanj,Bahalda 1,86.0942,22.3939,2023,7.43,579,0,153,39,1.00,34,3,-,159,39,15,27,0,-,-,-
5654,Odisha,Mayurbhanj,Dandabose,86.1528,22.3017,2023,7.99,582,0,187,55,1.00,14,19,-,142,45,7,55,1,-,-,-
5655,Odisha,Mayurbhanj,"Poilakunda, Dw",86.1306,22.4147,2023,7.51,1648,0,240,406,1.00,114,33,-,665,119,88,108,1,-,-,-
5656,Odisha,Mayurbhanj,Bademtolia,86.2286,22.2353,2023,7.89,740,0,171,90,0.00,27,17,-,256,66,22,26,1,-,-,-
5657,Odisha,Mayurbhanj,Ambadiha,86.2800,22.2453,2023,7.92,732,0,172,83,1.00,37,31,-,221,49,24,46,3,-,-,-
5658,Odisha,Mayurbhanj,Badampahad-1,86.2356,22.0806,2023,7.78,311,0,129,17,0.00,1,0,-,109,30,8,6,7,-,-,-
5659,Odisha,Mayurbhanj,Bhatachhatra,86.3100,22.1183,2023,7.44,203,0,46,21,0.00,5,11,-,55,17,3,10,2,-,-,-
5660,Odisha,Mayurbhanj,Karanjei-Bijatola Chhak,86.3092,22.2033,2023,8.06,647,0,174,76,0.00,15,22,-,230,55,22,24,1,-,-,-
5661,Odisha,Mayurbhanj,Manda,86.2303,22.0803,2023,7.66,220,0,60,13,0.00,2,11,-,46,16,2,13,3,-,-,-
5662,Odisha,Mayurbhanj,Jamda 1,86.0706,22.2758,2023,7.84,751,0,95,126,0.00,16,63,-,182,53,12,46,32,-,-,-
5663,Odisha,Mayurbhanj,Moranda,86.0347,22.3625,2023,7.94,450,0,194,20,1.00,13,2,-,134,32,13,31,3,-,-,-
5664,Odisha,Mayurbhanj,Begna,86.1436,22.0000,2023,7.64,126,0,59,2,0.00,1,4,-,39,12,2,7,2,-,-,-
5665,Odisha,Mayurbhanj,Jamukeswar,86.0819,22.0192,2023,7.74,245,0,79,16,0.00,7,5,-,64,21,3,15,2,-,-,-
5666,Odisha,Mayurbhanj,Mananda 1,86.0186,21.9875,2023,7.75,889,0,283,55,0.00,47,14,-,220,59,17,34,59,-,-,-
5667,Odisha,Mayurbhanj,Matigarh 1,86.0978,21.9367,2023,6.74,56,0,6,3,0.00,1,15,-,14,4,1,3,0,-,-,-
5668,Odisha,Mayurbhanj,Padampur,86.0978,21.9689,2023,7.76,396,0,123,30,0.00,3,6,-,119,35,8,13,1,-,-,-
5669,Odisha,Mayurbhanj,Chadheibhol,85.8286,21.8186,2023,7.78,882,0,91,168,0.00,44,25,-,175,44,15,94,4,-,-,-
5670,Odisha,Mayurbhanj,Tato,86.0181,21.8439,2023,6.74,62,0,28,1,0.00,1,0,-,20,7,1,2,0,-,-,-
5671,Odisha,Mayurbhanj,Tongabila Chhak,86.0414,21.9044,2023,8.04,258,0,115,6,0.00,2,2,-,85,20,8,10,1,-,-,-
5672,Odisha,Mayurbhanj,Vejidiha,86.0397,21.8975,2023,8.08,697,0,336,36,0.00,10,2,-,214,66,12,54,1,-,-,-
5673,Odisha,Mayurbhanj,Kherna,86.0953,22.1389,2023,8.00,415,0,156,25,0.00,9,11,-,122,38,6,26,2,-,-,-
5674,Odisha,Mayurbhanj,Niranjan,86.2111,22.3042,2023,7.47,268,0,36,45,0.00,2,7,-,40,12,2,27,2,-,-,-
5675,Odisha,Mayurbhanj,Jhunkapal,85.8908,21.9725,2023,7.05,258,0,108S.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µSS.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS/cm,"at,CO3","(mg/L),HCO3,Cl","(mg/L),F","(mg/L),SO4,NO3,PO4,Total","Hardness,Ca","(mg/L),Mg","(mg/L),Na","(mg/L),K","(mg/L),Fe","(ppm),As","(ppb),U",(ppb)
.91,537,0,213,18,0.00,9,3,-,104,35,4,48,1,-,-,-
5679,Odisha,Mayurbhanj,Nischintapur,86.0758,22.4181,2023,7.36,1724,0,128,415,0.00,78,114,-,715,150,82,63,1,-,-,-
5680,Odisha,Mayurbhanj,Tiring,86.0800,22.5222,2023,8.02,712,0,214,43,1.00,59,1,-,182,53,12,54,1,-,-,-
5681,Odisha,Nayagarh,Kantilo,85.1917,20.3583,2023,7.96,316,0,283,10,0.00,14,4,-,162,32,20,34,23,-,-,-
5682,Odisha,Nayagarh,Mali Bareni,85.2983,20.3000,2023,7.63,1213,0,655,118,1.00,55,49,-,492,111,52,137,12,-,-,-
5683,Odisha,Nayagarh,Nuabausabati (Upper Bausabati),85.2594,20.3275,2023,7.59,1012,0,251,153,1.00,48,34,-,203,50,19,81,95,-,-,-
5684,Odisha,Nayagarh,Daspalla-I,84.8569,20.3372,2023,7.68,946,0,459,103,1.00,51,1,-,234,44,29,158,1,-,-,-
5685,Odisha,Nayagarh,Madhyakhand 2,84.9267,20.3414,2023,7.66,479,0,200,12,1.00,13,3,-,112,31,8,25,25,-,-,-
5686,Odisha,Nayagarh,Subalaya,84.9069,20.3172,2023,7.87,852,0,546,81,1.00,26,34,-,419,106,37,91,3,-,-,-
5687,Odisha,Nayagarh,Adakata,84.9808,20.3611,2023,7.88,553,0,131,61,0.00,22,23,-,147,30,17,40,2,-,-,-
5688,Odisha,Nayagarh,Benagadia,85.1736,20.2628,2023,8.24,1608,0,670,121,0.00,58,74,-,248,70,18,120,260,-,-,-
5689,Odisha,Nayagarh,Gamasalia (Dhipisahi),85.1389,20.3678,2023,7.80,407,0,133,25,1.00,21,16,-,136,35,12,19,2,-,-,-
5690,Odisha,Nayagarh,Kana Singhi,85.1092,20.3800,2023,7.48,1529,0,785,234,1.00,91,112,-,503,125,46,302,4,-,-,-
5691,Odisha,Nayagarh,Itamati (Manjuriapali),85.1403,20.1347,2023,7.35,769,0,552,47,1.00,6,3,-,381,113,23,56,25,-,-,-
5692,Odisha,Nayagarh,Kalyanpur Ii,85.0881,20.0572,2023,7.95,2904,0,612,833,0.00,371,4,-,851,200,84,565,6,-,-,-
5693,Odisha,Nayagarh,Purusottampur,85.1903,20.1550,2023,8.00,876,0,228,45,0.00,75,7,-,225,59,19,46,8,-,-,-
5694,Odisha,Nayagarh,Mahipur,84.9972,20.1639,2023,7.44,634,0,176,50,0.00,5,8,-,172,47,13,23,3,-,-,-
5695,Odisha,Nayagarh,Nuagaon1,84.9728,20.2528,2023,8.21,1449,0,604,45,3.00,20,1,-,407,84,47,79,10,-,-,-
5696,Odisha,Nayagarh,Sampada,84.9797,20.2025,2023,7.67,224,0,93,13,0.00,4,7,-,72,21,4,12,6,-,-,-
5697,Odisha,Nayagarh,Gasisevipur,85.0139,20.0089,2023,7.60,301,0,106,21,0.00,12,4,-,87,23,7,19,4,-,-,-
5698,Odisha,Nayagarh,Odagaon,84.9833,20.0217,2023,7.79,527,0,157,42,0.00,20,43,-,52,6,9,88,0,-,-,-
5699,Odisha,Nayagarh,Solopata 1,85.0917,20.0753,2023,7.62,658,0,173,33,1.00,35,20,-,154,37,15,37,7,-,-,-
5700,Odisha,Nayagarh,Bherupada,85.2956,20.0653,2023,7.79,683,0,214,26,0.00,4,61,-,178,55,10,22,32,-,-,-
5701,Odisha,Nayagarh,Darpa-Narayanpur 1,85.2397,20.0753,2023,7.45,279,0,38,42,0.00,1,11,-,70,20,5,13,1,-,-,-
5702,Odisha,Nayagarh,Koilama,85.3400,20.1153,2023,7.86,355,0,129,29,1.00,7,3,-,112,28,10,18,6,-,-,-
5703,Odisha,Nayagarh,Lathipada 1,85.1533,20.1075,2023,7.45,929,0,203,86,0.00,41,110,-,297,64,33,55,3,-,-,-
5704,Odisha,Nayagarh,Raj Sunakhala,85.1056,20.1269,2023,7.76,572,0,62,65,0.00,56,14,-,156,33,18,24,4,-,-,-
5705,Odisha,Nayagarh,Ranpur 1,85.3369,20.0589,2023,7.37,634,0,443,47,0.00,24,11,-,299,85,21,63,23,-,-,-
5706,Odisha,Nayagarh,Sanagada,85.3197,20.0708,2023,7.55,748,0,221,63,1.00,19,8,-,221,52,22,31,9,-,-,-
5707,Odisha,Nuapada,Bada-Maheswar,82.6867,20.3833,2023,7.97,1279,0,421,89,0.55,62,79,-,325,103,16,36,119,-,-,-
5708,Odisha,Nuapada,Bargaon-K,82.6958,20.3403,2023,8.11,355,0,184,14,0.73,7,1,-,143,39,11,18,1,-,-,-
5709,Odisha,Nuapada,Bargaon-K,82.6958,20.3403,2023,7.80,1696,0,514,175,1.89,68,67,-,366,33,69,181,4,-,-,-
5710,Odisha,Nuapada,Chanabeda,82.4558,20.1758,2023,8.10,2144,0,797,288,2.89,110,73,-,829,62,164,209,2,-,-,-
5711,Odisha,Nuapada,Khariar,82.7603,20.2944,2023,7.57,633,0,335,16,0.33,13,1,-,191,36,24,50,2,-,-,-
5712,Odisha,Nuapada,Loharpalli,82.7622,20.2864,2023,7.71,350,0,158,13,0.54,3,4,-,115,34,7,17,1,-,-,-
S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
5713,Odisha,Nuapada,Padampur,82.7761,20.2969,2023,7.42,850,0,261,73,0.66,65,7,-,268,63,27,41,2,-,-,-
5714,Odisha,Nuapada,Ranipur,82.7758,20.2786,2023,7.56,843,0,269,60,0.48,64,29,-,283,88,15,17,46,-,-,-
5715,Odisha,Nuapada,Ranipur,82.7758,20.2786,2023,7.10,2307,0,212,368,0.63,142,204,-,737,224,43,107,2,-,-,-
5716,Odisha,Nuapada,Rishigaon,82.8200,20.3814,2023,7.58,1287,0,226,191,0.36,110,43,-,376,112,23,84,19,-,-,-
5717,Odisha,Nuapada,Sanmaheswar,82.7008,20.3736,2023,7.61,637,0,333,18,1.11,22,1,-,122,30,11,79,3,-,-,-
5718,Odisha,Nuapada,Sargadi,82.8336,20.2761,2023,7.25,445,0,125,24,0.32,53,14,-,158,43,12,10,13,-,-,-
5719,Odisha,Nuapada,Deobahal,82.7044,20.3614,2023,8.16,316,0,197,6,0.69,2,0,-,95,22,10,29,1,-,-,-
5720,Odisha,Nuapada,Deobahal,82.7044,20.3614,2023,7.56,770,0,335,22,0.86,31,13,-,309,44,48,31,2,-,-,-
5721,Odisha,Nuapada,Komna1,82.6728,20.5014,2023,7.14,1471,0,274,159,0.44,55,192,-,395,118,24,88,28,-,-,-
5722,Odisha,Nuapada,Kurumpuri,82.5869,20.7189,2023,7.56,1144,0,291,144,0.46,71,46,-,351,89,31,77,5,-,-,-
5723,Odisha,Nuapada,Bhajipala,82.4894,20.8272,2023,8.00,332,0,158,13,0.39,11,6,-,126,30,12,12,1,-,-,-
5724,Odisha,Nuapada,Bhajipala,82.4894,20.8272,2023,7.85,645,0,292,32,0.19,24,3,-,109,29,9,81,8,-,-,-
5725,Odisha,Nuapada,Bhaleswar,82.6333,21.0572,2023,7.79,412,0,79,31,0.02,36,24,-,127,36,9,17,8,-,-,-
5726,Odisha,Nuapada,Budhipali,82.5286,20.9064,2023,7.57,1521,0,305,213,0.53,99,119,-,480,129,38,107,3,-,-,-
5727,Odisha,Nuapada,Darlimunda,82.6317,20.8231,2023,7.83,876,0,460,42,1.00,29,12,-,314,46,48,59,2,-,-,-
5728,Odisha,Nuapada,Dharambandah,82.4253,20.7342,2023,7.92,791,0,479,14,1.15,34,1,-,292,44,44,54,2,-,-,-
5729,Odisha,Nuapada,Godphula,82.5658,20.8203,2023,7.51,588,0,263,26,0.64,15,2,-,192,47,18,45,1,-,-,-
5730,Odisha,Nuapada,Gotama,82.5008,20.8717,2023,7.56,1132,0,337,127,0.56,81,5,-,328,89,26,81,4,-,-,-
5731,Odisha,Nuapada,Kalyanpur,82.5322,20.8625,2023,7.98,501,0,210,20,0.54,29,14,-,147,54,3,32,5,-,-,-
5732,Odisha,Nuapada,Kalyanpur,82.5322,20.8625,2023,7.15,870,0,299,78,0.68,38,28,-,245,61,22,66,1,-,-,-
5733,Odisha,Nuapada,Khairani,82.6742,20.7900,2023,8.05,871,0,327,43,0.37,46,26,-,214,67,11,35,59,-,-,-
5734,Odisha,Nuapada,Khariar Road,82.5078,20.8847,2023,8.21,874,0,269,95,0.21,65,23,-,329,94,23,39,17,-,-,-
5735,Odisha,Nuapada,Nuapada,82.5181,20.8519,2023,7.48,63,0,21,4,0.06,1,7,-,22,6,2,4,1,-,-,-
5736,Odisha,Nuapada,Paraskhol,82.5761,20.8069,2023,7.91,1851,0,651,177,1.35,123,3,-,417,57,66,204,3,-,-,-
5737,Odisha,Nuapada,Patparpali,82.5428,20.8456,2023,7.89,545,0,308,12,0.72,14,4,-,232,71,13,18,3,-,-,-
5738,Odisha,Nuapada,Patparpali,82.5428,20.8456,2023,7.98,574,0,184,26,0.30,67,5,-,192,56,13,25,9,-,-,-
5739,Odisha,Nuapada,Sahipala,82.6778,20.8281,2023,7.90,645,0,204,43,0.43,16,62,-,196,66,7,32,4,-,-,-
5740,Odisha,Nuapada,Sahipala,82.6778,20.8281,2023,7.75,3450,0,677,815,1.40,154,10,-,583,99,81,587,4,-,-,-
5741,Odisha,Nuapada,Sarabong,82.4689,20.8111,2023,8.25,3890,0,910,631,2.76,301,120,-,380,62,54,741,58,-,-,-
5742,Odisha,Nuapada,Tanwant,82.5472,20.7717,2023,8.29,1133,0,416,101,0.47,72,26,-,321,82,28,74,56,-,-,-
5743,Odisha,Puri,Astarang,86.2750,19.9806,2023,8.11,1912,0,51,584,0.00,39,7,-,335,76,35,265,9,-,-,-
5744,Odisha,Puri,Juinti,86.2394,19.9856,2023,6.90,383,0,148,18,0.00,14,3,-,83,20,8,17,32,-,-,-
5745,Odisha,Puri,Tikarpara1,86.1825,19.9400,2023,7.83,397,0,108,24,0.00,31,3,-,112,24,12,17,7,-,-,-
5746,Odisha,Puri,Brahmagiri,85.6653,19.7986,2023,7.85,518,0,74,59,0.00,25,24,-,104,31,7,32,12,-,-,-
5747,Odisha,Puri,Gokhara,85.6056,19.7800,2023,8.06,1892,0,286,410,0.00,72,59,-,300,79,25,252,71,-,-,-
5748,Odisha,Puri,Gola,85.5444,19.7294,2023,7.75,1634,0,155,441,0.00,77,45,-,238,50,27,256,16,-,-,-
5749,Odisha,Puri,Rendagada,85.7061,19.8003,2023,7.90,1503,0,115,329,0.00,127,7,-,230,55,22,147,114,-,-,-
5750,Odisha,Puri,Delang,85.7694,20.0361,2023,7.93,1403,0,267,123,0.00,73,185,-,349,95,26,92,55,-,-,-
5751,Odisha,Puri,Ramchandrapur,85.7542,20.0556,2023,7.55,535,0,217,25,1.00,26,2,-,167,40,16,34,1,-,-,-
5752,Odisha,Puri,Baleshwarpatna,85.9114,19.8444,2023,7.95,450,0,106,35,0.00,1,2,-,75,7,14,24,10,-,-,-
5753,Odisha,Puri,Gop 1,86.0189,19.9800,2023,7.89,496,0,156,49,0.00,3,2,-,110,26,11,37,9,-,-,-
5754,Odisha,Puri,Madrang,85.9917,19.9250,2023,7.87,3280,0,85,1083,0S.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS/S.,"No.,State,District,Location,Longitude,Latitude,Year,pH,EC",(µS/cm,"at,CO3","(mg/L),HCO3,Cl","(mg/L),F","(mg/L),SO4,NO3,PO4,Total","Hardness,Ca","(mg/L),Mg","(mg/L),Na","(mg/L),K","(mg/L),Fe","(ppm),As","(ppb),U",(ppb)
372,94,0.00,67,38,-,189,41,21,98,108,-,-,-
5758,Odisha,Puri,Balanga 1,85.8861,20.0389,2023,8.24,2047,0,545,259,0.00,152,18,-,372,81,41,155,217,-,-,-
5759,Odisha,Puri,Chhanijanga,86.0750,20.0417,2023,7.79,770,0,268,37,0.00,11,14,-,89,17,11,32,108,-,-,-
5760,Odisha,Puri,Haripur,85.8731,20.1103,2023,8.05,774,0,224,75,0.00,30,2,-,160,35,17,71,6,-,-,-
5761,Odisha,Puri,Nimapara 2,86.0033,20.0544,2023,7.96,889,0,222,106,0.00,19,14,-,98,19,12,97,43,-,-,-
5762,Odisha,Puri,Burhapara 1,85.7550,20.1419,2023,7.29,71,0,13,6,0.00,2,9,-,16,5,1,5,2,-,-,-
5763,Odisha,Puri,Dandamukundpur,85.8322,20.0808,2023,7.90,1338,0,370,126,0.00,67,15,-,223,52,22,95,106,-,-,-
5764,Odisha,Puri,Mangalpur 1,85.8175,20.0439,2023,7.79,772,0,335,30,0.00,14,7,-,170,38,18,49,49,-,-,-
5765,Odisha,Puri,Maunimatha,85.8000,19.9942,2023,8.02,1183,0,324,86,0.00,178,1,-,193,45,19,153,38,-,-,-
5766,Odisha,Puri,Baliguari,85.8728,19.8322,2023,7.96,577,0,128,31,0.00,38,12,-,106,24,11,33,16,-,-,-
5767,Odisha,Puri,Chandanpur,85.8150,19.8908,2023,7.23,288,0,97,16,0.00,9,2,-,66,18,5,17,7,-,-,-
5768,Odisha,Puri,P-01 Krupa Sindura Patna,85.8361,19.8336,2023,7.01,5434,0,61,1761,0.00,84,12,-,1127,270,108,595,155,-,-,-
5769,Odisha,Puri,P-06 Chhapana Chhak,85.8064,19.8042,2023,7.70,447,0,44,63,0.00,30,12,-,82,25,5,29,18,-,-,-
5770,Odisha,Puri,P-12 Iti Chhak,85.8508,19.8056,2023,7.97,630,0,175,45,0.00,28,31,-,162,46,12,41,9,-,-,-
5771,Odisha,Puri,P-19 Kashi Jagannathpur,85.8064,19.8167,2023,7.96,3170,0,694,494,0.00,782,96,-,849,239,61,567,61,-,-,-
5772,Odisha,Puri,P-23 Hara Gouri Sahi,85.8297,19.8106,2023,8.08,1107,0,393,90,0.00,28,9,-,294,87,18,69,34,-,-,-
